##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;NOTES TO TRANSLATORS:;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;=====================;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;TEXT COLORS:;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§A = 0,64,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§B = 0,0,192;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§C = 128,0,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§D = 255,255,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§E = 255,0,255;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§F = 255,128,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§G = 0,100,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§H = 128,128, 128;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§I = 0,0,255;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§J = 0,192,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§M = 100,255,100;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§N = 255,100,100;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§R = 240,0,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§W = 255,255,255;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§Y = 208,232,248;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§Z = 0,0,0;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;§§ - restores old color;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Minister personalities;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##;;;;;;;;;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_RUTHLESS_DICTATOR;Ruthless Dictator;Ruthless Dictator;Ruthless Dictator;Ruthless Dictator;Ruthless Dictator;Ruthless Dictator;Ruthless Dictator;Ruthless Dictator;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_BANK_PRESIDENT;A talented economist and administrator, the bank president emphasises the importance of stable currency and flow of capital. However, his technocratic and civilian manner means that he often neglects the non-civilian sector of the economy.;A talented economist and administrator, the bank president emphasises the importance of stable currency and flow of capital. However, his technocratic and civilian manner means that he often neglects the non-civilian sector of the economy.;A talented economist and administrator, the bank president emphasises the importance of stable currency and flow of capital. However, his technocratic and civilian manner means that he often neglects the non-civilian sector of the economy.;A talented economist and administrator, the bank president emphasises the importance of stable currency and flow of capital. However, his technocratic and civilian manner means that he often neglects the non-civilian sector of the economy.;A talented economist and administrator, the bank president emphasises the importance of stable currency and flow of capital. However, his technocratic and civilian manner means that he often neglects the non-civilian sector of the economy.;A talented economist and administrator, the bank president emphasises the importance of stable currency and flow of capital. However, his technocratic and civilian manner means that he often neglects the non-civilian sector of the economy.;A talented economist and administrator, the bank president emphasises the importance of stable currency and flow of capital. However, his technocratic and civilian manner means that he often neglects the non-civilian sector of the economy.;A talented economist and administrator, the bank president emphasises the importance of stable currency and flow of capital. However, his technocratic and civilian manner means that he often neglects the non-civilian sector of the economy.;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_RESPECTED_WAR_HERO;Respected War Hero;Respected War Hero;Respected War Hero;Respected War Hero;Respected War Hero;Respected War Hero;Respected War Hero;Respected War Hero;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_RESPECTED_WAR_HERO;Famous for his feats during the war, the respected war hero is a widely respected man. Even though some despise him as a clear sign of army meddling in politics, he is loved by the people and admired among the military. His influence strengthens the army's position - even if his conservative approach slowls the technological progress.;Famous for his feats during the war, the respected war hero is a widely respected man. Even though some despise him as a clear sign of army meddling in politics, he is loved by the people and admired among the military. His influence strengthens the army's position - even if his conservative approach slowls the technological progress.;Famous for his feats during the war, the respected war hero is a widely respected man. Even though some despise him as a clear sign of army meddling in politics, he is loved by the people and admired among the military. His influence strengthens the army's position - even if his conservative approach slowls the technological progress.;Famous for his feats during the war, the respected war hero is a widely respected man. Even though some despise him as a clear sign of army meddling in politics, he is loved by the people and admired among the military. His influence strengthens the army's position - even if his conservative approach slowls the technological progress.;Famous for his feats during the war, the respected war hero is a widely respected man. Even though some despise him as a clear sign of army meddling in politics, he is loved by the people and admired among the military. His influence strengthens the army's position - even if his conservative approach slowls the technological progress.;Famous for his feats during the war, the respected war hero is a widely respected man. Even though some despise him as a clear sign of army meddling in politics, he is loved by the people and admired among the military. His influence strengthens the army's position - even if his conservative approach slowls the technological progress.;Famous for his feats during the war, the respected war hero is a widely respected man. Even though some despise him as a clear sign of army meddling in politics, he is loved by the people and admired among the military. His influence strengthens the army's position - even if his conservative approach slowls the technological progress.;Famous for his feats during the war, the respected war hero is a widely respected man. Even though some despise him as a clear sign of army meddling in politics, he is loved by the people and admired among the military. His influence strengthens the army's position - even if his conservative approach slowls the technological progress.;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_HEALTH;Health and Safety Proponent;Partisan de la santé et de la sécurité;Sostenitore di salute pubblica e sicurezza;Defensor de la Seguridad y Salud;Sozialpolitiker;Zwolennik poprawy stanu zdrowia i bezpieczeñstwa;;Ñòîğîííèê çäğàâîîõğàíåíèÿ;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_HEALTH;Health and Safety Proponent believes that the primary purpose of a government is to improve the workers' safety and the health care system.;Le partisan de la santé et de la sécurité pense que l'objectit principal du gouvernment est d'améliorer la sécurité des travailleurs et le système de santé.;Il sostenitore della salute e sicurezza ritiene che lo scopo primario di un governo sia quello di migliorare la sicurezza dei lavoratori e del sistema sanitario.;Un defensor de la salud y seguridad cree que el principal propósito de un gobierno es mejorar la seguridad de los trabajadores y el sistema de salud.;Der Sozialpolitiker sieht die vornehmste Aufgabe des Staates darin, für Sicherheit und Gesundheit der Arbeiter zu sorgen.;Dla ministra zainteresowanego kwestiami zdrowia oraz bezpieczeñstwa i higieny pracy, podstawowym celem rz¹du jest poprawa bezpieczeñstwa zatrudnionych osób oraz usprawnianie systemu opieki zdrowotnej.;;Ñòîğîííèê çäğàâîîõğàíåíèÿ âåğèò, ÷òî ïğÿìàÿ îáÿçàííîñòü ãîñóäàğñòâà - óëó÷øàòü áåçîïàñíîñòü ñâîèõ ğàáîòíèêîâ è ñèñòåìó çäğàâîîõğàíåíèÿ.;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_POLICE;Chief of Secret Police;Chef de la police secrète;Il Capo della Polizia Segreta;Jefe de la Policía Secreta;Chef der Geheimpolizei;Szef tajnych s³u¿b;;Øåô òàéíîé ïîëèöèè;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_POLICE;The Chief of Secret Police uses his position to root out dissent and disloyal elements within the local population.;Le chef de la police secrète se sert de sa position pour éradiquer toute dissension et tous les éléments déloyaux de la population locale.;Il capo della polizia segreta usa la sua posizione per estirpare il dissenso e gli elementi sleali dalla popolazione locale.;El jefe de la Policía Secreta usa su posición para eliminar la disensión y los elementos desleales dentro de la población.;Der Chef der Geheimpolizei nutzt seine Position, um alle dem Staat feindlich gesonnenen Abweichler und Unruhestifter zu eliminieren.;Szef tajnych s³u¿b u¿ywa swej pozycji do wykorzenienia niepokojów spo³ecznych i eliminacji nielojalnych elementów zidentyfikowanych wœród populacji kraju.;;Øåô òàéíîé ïîëèöèè èñïîëüçóåò ñâîå ïîëîæåíèå, ÷òîáû ïîäàâëÿòü íåäîâîëüñòâî è íåëîÿëüíûå ıëåìåíòû â ñîñòàâå íàñåëåíèÿ.;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_MEDIA_MAGNATE;Media Magnate;Magnat des médias;Il magnate dei media;Magnate de los medios;Medienmogul;Magnat medialny;;Ìåäèàìàãíàò;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_MEDIA_MAGNATE;The Media Magnate is a person with a dominant position in a media enterprise. He usually owns one or more newspapers or radio networks and can use them to influence the public opinion.;Le magnat des médias a une place importance dans une entreprise des médias. Il contrôle habituelle un ou plusieurs journaux ou radios et peut influencer l'opinion publique grâce à ceux-ci.;Il magnate dei media è una persona con una posizione dominante in una società mediatica. Egli possiede generalmente uno o più giornali o network radiofonici e li può utilizzare per influenzare l'opinione pubblica.;El magnate de los medios es una persona con una posición dominante en una empresa de medios de comunicación. Por lo general posee uno o más periódicos o cadenas de radio y las puedan utilizar para influir en la opinión pública.;Der Medienmogul ist eine wohlbekannte und wichtige Person in der Medienbranche. Im Normalfall besitzt er mehrere Zeitungen und Radiosender, mit denen er helfen kann, die Bevölkerung zu beeinflussen.;Magnat medialny to osoba z dominuj¹c¹ pozycj¹ w rozwijaj¹cym siê przemyœle medialnym. Zazwyczaj posiada jedn¹ lub kilka gazet i sieci radiowych i mo¿e u¿ywaæ ich do wp³ywania na opiniê publiczn¹.;;Ìåäèàìàãíàò ıòî ïåğñîíà ñ äîìèíèğóşùåé ïîçèöèåé íà ìåäèàğûíêå. Îí îáû÷íî âëàäååò îäíîé èëè íåñêîëüêèìè ãàçåòàìè èëè ñåòüş ğàäèîñòàíöèé è ìîæåò èñïîëüçîâàòü èõ äëÿ âëèÿíèÿ íà îáùåñòâåííîå ìíåíèå.;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_PLANNED_ECONOMY_PROPONENT;Planned Economy Proponent;Le Partisan d'une économie planifiée;Sostenitore di un'economia pianificata;Defensor de la economía planeada;Befürworter der Planwirtschaft;Zwolennik gospodarki planowej;;Ñòîğîííèê ïëàíîâîé ıêîíîìèêè;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_PLANNED_ECONOMY_PROPONENT;A planned economy is an economic system in which decisions regarding production and investment are embodied in a plan formulated by a central authority, usually by a government agency.;Une économie planifiée est un système économique dans lequel les décisions concernant la production et les investissements sont incluses dans un plan formulé par une autorité centrale, généralement une agence gouvernementale.;L'economia pianificata è un sistema economico in cui le decisioni in materia di produzione e di investimento sono incorporate in un piano formulato da un'autorità centrale, di solito da un ente governativo.;Una economía planificada es un sistema económico en el cual las decisiones convenientes a la producción y la inversión son incorporadas en un plan formulado por una autoridad central, como una agencia del gobierno.;Eine Planwirtschaft ist ein ökonomisches System, in dem Produktionsziele und Investionen von zentraler Stelle vorgegeben werden.;Ekonomia planowa jest systemem gospodarczym, w którym decyzje dotycz¹ce produkcji i inwestycji s¹ zawarte w planie sformu³owanym przez centralnego planistê, zazwyczaj wystêpuj¹cego jako agencja rz¹dowa.;;Ïëàíîâàÿ ıêîíîìèêà ıòî ıêîíîìè÷åñêàÿ ñèñòåìà, â êîòîğîé ğåøåíèÿ îòíîñèòåëüíî ïğîèçâîäñòâà è èíâåñòèöèé âîïëîùåíû â ïëàíå, ñîñòàâëÿåìîì öåíòğàëüíîé âëàñòüş, îáû÷íî ïğàâèòåëüñòâåííûì àãåíòñòâîì.;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_KEYNESIAN;Keynesian Economy Proponent;Le Partisan d'une économie Keynésienne;Sostenitore di un'economia keynesiana;Defensor de la economía Keynesiana;Befürworter der Keynesianischen Wirtschaft;Zwolennik gospodarki keynesowskiej;;Ñòîğîííèê êåéíñèàíñêîé ıêîíîìèêè;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_KEYNESIAN;Keynesian economics argues that private sector decisions sometimes lead to inefficient macroeconomic outcomes and, therefore, advocates active policy responses by the public sector, including monetary policy actions by the central bank and fiscal policy actions by the government to stabilize output over the business cycle.;Une économie de type Keynésienne soutient que les décisions prises par le secteur privé ont parfois pour conséquence des résultats économiques inefficaces. En conséquence, elle promeut une réponse active par le secteur public, incluant des politiques monétaires par la Banque Centrale et des politiques fiscales par le gouvernement pour adoucir les cycles économiques.;L'economia keynesiana sostiene che le decisioni del settore privato, a volte, portano a risultati macroeconomici inefficienti e quindi sostiene risposte politiche attive del settore pubblico, comprese azioni di politica monetaria della banca centrale ed azioni di politica fiscale da parte del governo per stabilizzare l'output del ciclo economico.;Una economía Keynesania argumenta que las decisiones del sector privado algunas veces llevan a una macroeconomía ineficiente y, además, requiere respuestas de política activa por parte del sector público, incluyendo acciones monetarias por el banco central y acciones fiscales por el gobierno para estabilizar la producción durante un ciclo económico.;Verfechter dieser Wirtschaftspolitik argumentieren, daß Entscheidungen des privaten Sektors ab und zu zu ineffizienten Makroökonomischen Situationen führen können und befürworten ein Eingreifen des Staates und der Zentralbank mit Massnahmen, die letztlich wieder in einer Stabilisierung der Wirtschaft münden.;Ekonomiœci z nurtu keynesowskiego postuluj¹, ¿e decyzje sektora prywatnego niekiedy prowadz¹ do nieefektywnoœci w gospodarce i tym samym g³osz¹ potrzebê aktywnej polityki sektora publicznego, w ramach której zawiera siê prowadzenie przez bank centralny polityki monetarnej oraz prowadzenie przez rz¹d polityki fiskalnej w celu ustabilizowania cyklu koniunkturalnego.;;Êåéíñèàíñêàÿ ıêîíîìèêà âîçğàæàåò, ÷òî ğåøåíèÿ ÷àñòíîãî ñåêòîğà îáû÷íî âåäóò ê íåıôôåêòèâíîìó ìàêğîıêîíîìè÷åñêîìó ğåçóëüòàòó, è â òî æå âğåìÿ çàùèùàåò àêòèâíîå âëèÿíèå ïîëèòèêè íà îáùåñòâåííûé ñåêòîğ, âêëş÷àÿ îïåğàöèè ìîíåòàğíîé ïîëèòèêè, âûïîëíÿåìûå öåíòğàëüíûì áàíêîì è äåéñòâèÿ ôèñêàëüíîé ïîëèòèêè ïğàâèòåëüñòâà, ÷òîáû ñòàáèëèçîâàòü äîõîäû â öèêëàõ áèçíåñà.;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_REFORMER;Reformer of the Army;Réformateur de l'armée;Riformatore delle forze armate;Reformador del Ejército;Reformer der Armee;Reformator armii;;Âîåííûé ğåôîğìàòîğ;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPERSONALITY_REFORMER;The Reformer of the Army concentrates his effort on the modernization of the armed forces.;Le réformateur de l'armée concentre ses efforts sur la modernisation des forces armées.;Il riformatore dell'esercito concentra il suoi sforzi per l'ammodernamento delle forze armate.;El Reformador de la Armada concentra sus esfuerzos en la modernización de las fuerzas armadas.;Der Reformer der Armee konzentriert sich darauf eine möglichst moderne Armee zu schaffen und zu erhalten.;Reformator armii koncentruje swoje wysi³ki na reformie krajowych si³ zbrojnych.;;Âîåííûé ğåôîğìàòîğ êîíöåíòğèğóåò ñâîè óñèëèÿ íà ìîäåğíèçàöèè âîîğóæåííûõ ñèë.;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPERSONALITY_CONSTRUCTION_MAGNATE;Construction Magnate;Le Magnat du bâtiment;Magnate delle costruzioni;Magnate de la construcción;Baulöwe;Magnat budowlany;;Ñòğîèòåëüíûé ìàãíàò;;;X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
